scrape_time,date,site_id,venue_name,time_range,booked,total,status,remark,condition,temperature,feels_like,wind_scale,precip,humidity,aqi
2026-06-11 00:31:28,2026-06-11,1,游泳馆,06:30-08:00,14,60,可预约,￥0.0,晴,19,19,2,0.0,78,40
2026-06-11 01:01:05,2026-06-11,1,游泳馆,06:30-08:00,14,60,可预约,￥0.0,晴,18,18,2,0.0,79,40
2026-06-11 01:30:58,2026-06-11,1,游泳馆,06:30-08:00,14,60,可预约,￥0.0,晴,17,17,1,0.0,85,34
2026-06-11 02:00:59,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,多云,17,17,2,0.0,90,34
2026-06-11 02:30:55,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,18,1,0.0,89,35
2026-06-11 03:01:03,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,17,2,0.0,90,35
2026-06-11 03:30:58,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,17,2,0.0,92,33
2026-06-11 04:01:01,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,17,2,0.0,95,33
2026-06-11 04:30:55,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,18,1,0.0,96,34
2026-06-11 05:00:59,2026-06-11,1,游泳馆,06:30-08:00,15,60,可预约,￥0.0,阴,17,18,1,0.0,96,34
2026-06-11 05:30:58,2026-06-11,1,游泳馆,06:30-08:00,16,60,可预约,￥0.0,阴,17,17,2,0.0,94,34
2026-06-11 06:01:00,2026-06-11,1,游泳馆,06:30-08:00,17,60,可预约,￥0.0,阴,17,17,2,0.0,96,34
2026-06-11 06:31:01,2026-06-11,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,阴,18,19,1,0.0,87,42
2026-06-11 07:00:57,2026-06-11,1,游泳馆,06:30-08:00,22,60,可预约,￥0.0,多云,18,18,2,0.0,71,42
2026-06-11 07:30:52,2026-06-11,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,多云,21,21,2,0.0,65,43
2026-06-11 07:50:48,2026-06-11,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,21,21,2,0.0,62,43
2026-06-11 07:53:41,2026-06-11,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,21,20,2,0.0,56,43
