scrape_time,date,site_id,venue_name,time_range,booked,total,status,remark,condition,temperature,feels_like,wind_scale,precip,humidity,aqi
2026-05-29 00:30:54,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,19,16,3,0.0,48,41
2026-05-29 01:01:04,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,18,15,3,0.0,58,41
2026-05-29 01:30:56,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,17,15,3,0.0,65,43
2026-05-29 02:00:58,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,17,15,3,0.0,72,43
2026-05-29 02:30:56,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,16,16,2,0.0,92,45
2026-05-29 03:01:01,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,晴,16,16,2,0.0,97,45
2026-05-29 03:30:55,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,雾,15,15,2,0.0,99,42
2026-05-29 04:00:53,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,雾,15,15,2,0.0,100,42
2026-05-29 04:30:50,2026-05-29,1,游泳馆,06:30-08:00,19,60,可预约,￥0.0,雾,15,15,1,0.0,100,47
2026-05-29 05:00:54,2026-05-29,1,游泳馆,06:30-08:00,20,60,可预约,￥0.0,雾,15,15,2,0.0,100,47
2026-05-29 05:30:57,2026-05-29,1,游泳馆,06:30-08:00,20,60,可预约,￥0.0,雾,15,15,1,0.0,100,57
2026-05-29 06:00:51,2026-05-29,1,游泳馆,06:30-08:00,20,60,可预约,￥0.0,雾,15,15,2,0.0,100,57
2026-05-29 06:30:49,2026-05-29,1,游泳馆,06:30-08:00,22,60,可预约,￥0.0,雾,17,17,2,0.0,90,60
2026-05-29 07:00:56,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,雾,17,17,2,0.0,82,60
2026-05-29 07:30:51,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,19,19,2,0.0,79,60
2026-05-29 07:50:41,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,19,19,2,0.0,75,60
2026-05-29 07:53:39,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,19,19,2,0.0,75,60
2026-05-29 07:56:35,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,19,18,2,0.0,74,60
2026-05-29 07:59:32,2026-05-29,1,游泳馆,06:30-08:00,25,60,可预约,￥0.0,晴,19,18,2,0.0,74,60
2026-05-29 08:01:24,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:02:38,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:05:35,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:08:32,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:11:32,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:14:34,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:17:36,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:20:41,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,18,2,0.0,73,60
2026-05-29 08:25:38,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,19,19,2,0.0,72,58
2026-05-29 08:30:44,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,69,58
2026-05-29 08:35:35,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,66,58
2026-05-29 08:40:38,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,66,58
2026-05-29 08:45:38,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,68,58
2026-05-29 08:50:45,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,65,58
2026-05-29 08:55:40,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,3,0.0,63,58
2026-05-29 09:00:45,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,22,3,0.0,61,58
2026-05-29 09:02:05,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,22,3,0.0,61,58
2026-05-29 09:05:37,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,22,3,0.0,61,58
2026-05-29 09:10:43,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,22,3,0.0,61,58
2026-05-29 09:20:40,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,23,23,2,0.0,61,58
2026-05-29 09:30:45,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,24,3,0.0,53,62
2026-05-29 09:40:43,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,24,3,0.0,52,62
2026-05-29 09:50:43,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,24,3,0.0,54,62
2026-05-29 10:00:55,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,24,3,0.0,50,62
2026-05-29 10:10:45,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,24,3,0.0,49,62
2026-05-29 10:20:43,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,25,2,0.0,51,62
2026-05-29 10:30:44,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,25,2,0.0,51,51
2026-05-29 11:00:53,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,27,24,4,0.0,34,51
2026-05-29 11:30:48,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,28,24,4,0.0,35,55
2026-05-29 12:00:53,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,28,24,4,0.0,39,55
2026-05-29 12:30:47,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,28,25,4,0.0,36,54
2026-05-29 13:00:51,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,27,4,0.0,38,54
2026-05-29 13:30:47,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,27,4,0.0,39,45
2026-05-29 14:00:53,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,26,4,0.0,40,45
2026-05-29 14:30:52,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,28,3,0.0,37,47
2026-05-29 15:00:58,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,26,4,0.0,38,47
2026-05-29 15:30:46,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,29,28,3,0.0,38,53
2026-05-29 16:00:56,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,30,28,4,0.0,37,53
2026-05-29 17:00:54,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,29,26,4,0.0,36,56
2026-05-29 17:30:52,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,29,27,4,0.0,37,55
2026-05-29 18:00:56,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,29,27,4,0.0,44,55
2026-05-29 18:30:49,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,28,28,2,0.0,47,63
2026-05-29 19:00:54,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,28,29,2,0.0,61,63
2026-05-29 19:30:49,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,28,30,1,0.0,66,61
2026-05-29 20:00:55,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,晴,25,27,1,0.0,71,61
2026-05-29 20:30:52,2026-05-29,1,游泳馆,06:30-08:00,25,60,不开放/已过期,,多云,23,24,1,0.0,71,57
2026-05-29 00:30:54,2026-05-29,1,游泳馆,08:00-09:30,54,60,可预约,￥0.0,晴,19,16,3,0.0,48,41
2026-05-29 01:01:04,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,18,15,3,0.0,58,41
2026-05-29 01:30:56,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,17,15,3,0.0,65,43
2026-05-29 02:00:58,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,17,15,3,0.0,72,43
2026-05-29 02:30:56,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,16,16,2,0.0,92,45
2026-05-29 03:01:01,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,16,16,2,0.0,97,45
2026-05-29 03:30:55,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,2,0.0,99,42
2026-05-29 04:00:53,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,2,0.0,100,42
2026-05-29 04:30:50,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,1,0.0,100,47
2026-05-29 05:00:54,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,2,0.0,100,47
2026-05-29 05:30:57,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,1,0.0,100,57
2026-05-29 06:00:51,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,15,15,2,0.0,100,57
2026-05-29 06:30:49,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,17,17,2,0.0,90,60
2026-05-29 07:00:56,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,雾,17,17,2,0.0,82,60
2026-05-29 07:30:51,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,19,19,2,0.0,79,60
2026-05-29 07:50:41,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,19,19,2,0.0,75,60
2026-05-29 07:53:39,2026-05-29,1,游泳馆,08:00-09:30,51,60,可预约,￥0.0,晴,19,19,2,0.0,75,60
2026-05-29 07:56:35,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,19,18,2,0.0,74,60
2026-05-29 07:59:32,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,19,18,2,0.0,74,60
2026-05-29 08:01:24,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:02:38,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:05:35,2026-05-29,1,游泳馆,08:00-09:30,52,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:08:32,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:11:32,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:14:34,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:17:36,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:20:41,2026-05-29,1,游泳馆,08:00-09:30,53,60,可预约,￥0.0,晴,19,18,2,0.0,73,60
2026-05-29 08:25:38,2026-05-29,1,游泳馆,08:00-09:30,54,60,可预约,￥0.0,晴,19,19,2,0.0,72,58
2026-05-29 08:30:44,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,69,58
2026-05-29 08:35:35,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,66,58
2026-05-29 08:40:38,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,66,58
2026-05-29 08:45:38,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,68,58
2026-05-29 08:50:45,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,65,58
2026-05-29 08:55:40,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,23,3,0.0,63,58
2026-05-29 09:00:45,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,22,3,0.0,61,58
2026-05-29 09:02:05,2026-05-29,1,游泳馆,08:00-09:30,55,60,可预约,￥0.0,晴,23,22,3,0.0,61,58
